1;Quarto;100-200;1621172171;L;1.344388;
1;Quarto;100-200;1621172172;L;1.360614;
1;Quarto;100-200;1621172173;L;1.396541;
1;Quarto;100-200;1621172174;L;0.880576;
1;Quarto;100-200;1621172175;L;1.389173;
1;Quarto;100-200;1621172176;L;1.380619;
1;Quarto;100-200;1621172177;L;1.385323;
1;Quarto;100-200;1621172126;S;Ligado;
1;Quarto;100-200;1621172152;S;Ligado;
1;Quarto;100-200;1621172159;S;Ligado;
1;Quarto;100-200;1621172192;S;Ligado;
1;Quarto;100-200;1621172220;L;1.407857;
1;Quarto;100-200;1621172221;L;1.408392;
1;Quarto;100-200;1621172222;L;1.396812;
1;Quarto;100-200;1621172223;L;1.376163;
1;Quarto;100-200;1621172224;L;1.360900;
1;Quarto;100-200;1621172225;L;1.377559;
1;Quarto;100-200;1621172226;L;1.386425;
1;Quarto;100-200;1621172227;L;1.382283;
1;Quarto;100-200;1621172228;L;1.383667;
1;Quarto;100-200;1621172229;L;1.389173;
1;Quarto;100-200;1621172230;L;1.375883;
1;Quarto;100-200;1621172231;L;1.296368;
1;Quarto;100-200;1621172232;L;1.289292;
1;Quarto;100-200;1621172233;L;1.299236;
1;Quarto;100-200;1621172234;L;1.279152;
1;Quarto;100-200;1621172235;L;1.327115;
1;Quarto;100-200;1621172236;L;1.338192;
1;Quarto;100-200;1621172237;L;1.339969;
1;Quarto;100-200;1621172238;L;1.368010;
1;Quarto;100-200;1621172239;L;1.360900;
1;Quarto;100-200;1621172240;L;1.146455;
1;Quarto;100-200;1621172241;L;0.762627;
1;Quarto;100-200;1621172242;L;1.001119;
1;Quarto;100-200;1621172243;L;1.259267;
1;Quarto;100-200;1621172244;L;0.881703;
1;Quarto;100-200;1621172245;L;1.408125;
1;Quarto;100-200;1621172246;L;1.400062;
1;Quarto;100-200;1621172247;L;1.352554;
1;Quarto;100-200;1621172248;L;0.901129;
1;Quarto;100-200;1621172249;L;1.352554;
1;Quarto;100-200;1621172250;L;1.299554;
1;Quarto;100-200;1621172251;L;0.855549;
1;Quarto;100-200;1621172252;L;1.180491;
1;Quarto;100-200;1621172253;L;1.342330;
1;Quarto;100-200;1621172254;L;1.343213;
1;Quarto;100-200;1621172255;L;1.340560;
1;Quarto;100-200;1621172256;L;1.333727;
1;Quarto;100-200;1621172257;L;1.327719;
1;Quarto;100-200;1621172258;L;1.316131;
1;Quarto;100-200;1621172259;L;1.315822;
1;Quarto;100-200;1621172260;L;1.303667;
1;Quarto;100-200;1621172261;L;1.291231;
1;Quarto;100-200;1621172262;L;0.861759;
1;Quarto;100-200;1621172263;L;1.315514;
1;Quarto;100-200;1621172264;L;1.321650;
1;Quarto;100-200;1621172265;L;1.326208;
1;Quarto;100-200;1621172266;L;1.279813;
1;Quarto;100-200;1621172267;L;1.292198;
1;Quarto;100-200;1621172268;L;1.275838;
1;Quarto;100-200;1621172269;L;1.308686;
1;Quarto;100-200;1621172270;L;1.341740;
1;Quarto;100-200;1621172271;L;1.320428;
1;Quarto;100-200;1621172272;L;1.291231;
1;Quarto;100-200;1621172273;L;1.306810;
1;Quarto;100-200;1621172274;L;1.282445;
1;Quarto;100-200;1621172275;L;1.270489;
1;Quarto;100-200;1621172276;L;1.296049;
1;Quarto;100-200;1621172277;L;1.270825;
